Customer_ID,Gender,Age,Profession_Code,Work_Experience,Family_Size,Annual_Median,Occupation_Name,Card_Avg,Check_Avg,Deposit_Avg,Loan_Payment_Avg,Transfer_Avg,Withdrawal_Avg,Card_Count,Check_Count,Deposit_Count,Loan_Payment_Count,Transfer_Count,Withdrawal_Count
5834,Female,41,29-2010,10,5,57380,"Clinical Laboratory Technologists and Technicians",101.29,6715.36,26716.27,26579.48,2122.41,730.7,1,1,1,3,2,1
5835,Male,40,49-0000,11,3,50080,"Installation, Maintenance, and Repair Occupations",NULL,10914.2,22258.22,15573.1,1876.04,1325.38,NULL,2,3,3,1,1
5836,Female,18,51-2028,2,3,38580,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",57.53,8546.34,NULL,19966.24,NULL,1072.14,1,1,NULL,2,NULL,3
5837,Female,18,43-4171,1,3,33960,"Receptionists and Information Clerks",42.97,3025.62,48631.43,NULL,1558.86,1098.29,2,2,3,NULL,2,1
5838,Female,23,53-3032,1,1,49920,"Heavy and Tractor-Trailer Truck Drivers",35.97,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
5839,Male,22,53-6000,1,3,32680,"Other Transportation Workers",29.13,5732.54,16623.85,16606.68,1652.95,795.81,1,3,2,1,2,3
5840,Male,23,51-9000,3,3,39960,"Other Production Occupations",NULL,NULL,58026.83,38770.44,3275.61,688.11,NULL,NULL,2,2,2,1
5841,Male,30,11-1000,4,4,99890,"Top Executives",34.51,4569.57,47649.88,18098.05,1789.81,679.19,3,1,4,2,3,2
5842,Male,21,41-9041,3,4,31030,Telemarketers,46.17,4038.03,48097.18,NULL,3322.09,853.5,2,1,4,NULL,2,1
5843,Female,27,43-0000,3,1,40910,"Office and Administrative Support Occupations",42.39,4516.94,NULL,26970.7,2043.43,NULL,4,1,NULL,2,1,NULL
5844,Male,20,37-0000,2,4,33870,"Building and Grounds Cleaning and Maintenance Occupations",28.35,6729.55,47627.64,47203.6,3152.03,1367.63,2,5,1,1,2,3
5845,Female,33,17-3000,5,5,61090,"Drafters, Engineering Technicians, and Mapping Technicians",27.62,5952.06,36838.81,12537.35,NULL,1015.41,1,2,2,1,NULL,2
5846,Female,37,11-9000,9,3,99740,"Other Management Occupations",60.48,3511.46,30330.17,21717.78,2589.31,NULL,1,1,3,3,3,NULL
5847,Male,43,15-1200,10,4,100530,"Computer Occupations",91.16,2881.53,34008.9,NULL,3421.11,591.14,1,2,1,NULL,1,1
5848,Male,43,25-2000,10,4,61180,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",17.63,3907.61,28676.36,19399.92,1595.81,1167.69,1,3,3,1,3,1
5849,Male,24,37-2000,1,2,31600,"Building Cleaning and Pest Control Workers",NULL,4424.08,79351.11,23832.55,NULL,NULL,NULL,1,3,4,NULL,NULL
5850,Female,25,35-1010,2,3,37930,"Supervisors of Food Preparation and Serving Workers",28.96,NULL,14875.1,10817.37,2066.45,558.23,1,NULL,1,1,4,3
5851,Female,33,43-4130,5,5,46490,"Loan Interviewers and Clerks",48.28,NULL,24806.26,15147.69,2226.21,834.02,3,NULL,1,1,3,3
5852,Female,37,11-1020,9,5,98100,"General and Operations Managers",35.54,6404.44,41364.08,NULL,3012.87,962.9,2,3,2,NULL,2,2
5853,Male,27,33-9032,3,1,34750,"Security Guards",NULL,4035.1,51159.29,NULL,3898.24,725.39,NULL,2,2,NULL,1,5
5854,Male,23,21-1090,2,3,44050,"Miscellaneous Community and Social Service Specialists",NULL,6752.26,NULL,13254.95,3438.58,NULL,NULL,3,NULL,2,2,NULL
5855,Male,27,31-1100,4,4,31450,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",61.76,7496.87,24313.56,11833,2534.73,1858,2,3,2,2,4,1
5856,Female,25,43-0000,6,3,40910,"Office and Administrative Support Occupations",28.48,NULL,95062.23,18376.35,1549.57,NULL,1,NULL,1,1,2,NULL
5857,Male,33,43-9060,5,3,38040,"Office Clerks, General",NULL,2671.08,44783,19209.96,1615.64,1070.99,NULL,2,2,3,1,2
5858,Female,19,53-0000,1,3,37940,"Transportation and Material Moving Occupations",NULL,NULL,38631.41,14528.78,NULL,739.46,NULL,NULL,1,2,NULL,5
5859,Female,26,47-2061,4,3,40750,"Construction Laborers",44.7,4384.97,27710.7,11108.38,3512.86,472.44,2,4,1,1,3,1
5860,Male,57,11-2022,20,3,130600,"Sales Managers",43.14,4253.98,20390.02,18349.77,2606.72,759.84,2,2,1,1,2,2
5861,Male,47,29-1140,20,6,81220,"Registered Nurses",35.38,5494.74,46803.3,22632.35,2845.19,632.79,2,1,1,1,3,2
5862,Female,43,11-0000,10,4,107360,"Management Occupations",47.92,NULL,NULL,18788.54,1763.2,800.7,2,NULL,NULL,1,4,3
5863,Female,26,43-0000,6,3,40910,"Office and Administrative Support Occupations",35.04,6479.05,NULL,18321,4389.04,NULL,1,1,NULL,3,1,NULL
5864,Male,27,43-4050,4,3,37780,"Customer Service Representatives",47.73,5916.02,31749.79,20402.64,2175.68,742.57,5,4,1,4,3,1
5865,Male,26,37-2000,3,1,31600,"Building Cleaning and Pest Control Workers",NULL,8904.77,NULL,17280.9,3253.21,914.88,NULL,2,NULL,5,3,3
5866,Female,24,35-9000,1,4,28750,"Other Food Preparation and Serving Related Workers",NULL,8499.18,44824.98,16522.07,3056.86,NULL,NULL,1,3,1,2,NULL
5867,Male,41,25-2031,10,6,62360,"Secondary School Teachers, Except Special and Career/Technical Education",41.32,4424.34,50483.92,17813.94,1788.98,NULL,3,3,2,1,1,NULL
5868,Female,32,35-1010,5,5,37930,"Supervisors of Food Preparation and Serving Workers",NULL,4624.19,78966.9,14712.75,1308.81,733.28,NULL,2,2,3,2,1
5869,Female,38,41-4010,8,5,67750,"Sales Representatives, Wholesale and Manufacturing",NULL,6876.77,41369.19,6464.94,1754.52,571.54,NULL,2,2,1,3,3
5870,Male,42,15-1200,9,4,100530,"Computer Occupations",47.03,4530.63,32897.37,38043.66,1658.7,1265.77,3,1,2,1,3,2
5871,Male,35,13-2052,11,4,95390,"Personal Financial Advisors",30.86,4877.03,56972.37,22692.67,2053.4,656.34,4,3,3,3,2,2
5872,Male,42,33-3000,10,4,61680,"Law Enforcement Workers",16.64,8908.53,28105.69,14078.8,1605,668.19,1,3,2,1,2,1
5873,Female,29,51-2028,4,3,38580,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",37.09,NULL,33581.39,23026.03,2226.33,1003.87,2,NULL,5,2,2,3
5874,Male,24,43-0000,2,2,40910,"Office and Administrative Support Occupations",39.44,5600.65,35778.69,33521.65,2368.68,NULL,1,1,5,2,2,NULL
5875,Male,29,41-2020,6,1,35820,"Counter and Rental Clerks and Parts Salespersons",47.43,8106.29,47710.9,96089.03,4188.87,NULL,2,1,3,1,1,NULL
5876,Male,26,43-9060,6,3,38040,"Office Clerks, General",55.78,NULL,NULL,22843.76,NULL,1310.43,1,NULL,NULL,1,NULL,3
5877,Female,34,53-5000,5,4,66100,"Water Transportation Workers",9.59,12885.1,41771.12,21381.43,1512.1,1242.5,1,1,4,1,1,5
5878,Female,27,21-1090,6,2,44050,"Miscellaneous Community and Social Service Specialists",NULL,8951.15,26760.03,23979.01,2054.96,872.71,NULL,2,3,3,1,1
5879,Female,24,35-3000,1,1,28440,"Food and Beverage Serving Workers",NULL,1524.53,NULL,NULL,1649.03,503.63,NULL,1,NULL,NULL,2,2
5880,Male,24,43-3031,1,3,45860,"Bookkeeping, Accounting, and Auditing Clerks",50.58,5534.06,NULL,23897.49,NULL,647.54,4,2,NULL,1,NULL,2
5881,Male,40,25-1000,11,5,79080,"Postsecondary Teachers",NULL,3217.94,29937.19,18832.37,1435.65,1203.91,NULL,1,3,2,1,1
5882,Male,21,51-9110,1,3,36750,"Packaging and Filling Machine Operators and Tenders",NULL,4905,41849.44,22399.37,2278.28,NULL,NULL,2,1,4,3,NULL
5883,Female,24,43-9061,1,1,38040,"Office Clerks, General",64.73,3367.51,32655.17,18752.03,1528.59,861.1,2,1,3,2,1,3
5884,Female,31,43-3031,3,4,45860,"Bookkeeping, Accounting, and Auditing Clerks",39.27,4269.38,32431.29,63054.72,1134.66,699.29,1,3,1,1,1,3
5885,Female,21,33-9090,1,1,32870,"Miscellaneous Protective Service Workers",42.28,4080.18,69772.98,24629.34,2607.1,1083.27,3,1,2,1,1,2
5886,Male,41,27-2012,9,4,85320,"Producers and Directors",NULL,7991.61,36664.83,NULL,2073.61,537.32,NULL,2,2,NULL,3,2
5887,Male,19,35-0000,1,2,29640,"Food Preparation and Serving Related Occupations",30.18,6872.91,NULL,19202.19,2129.21,988.45,1,3,NULL,5,3,4
5888,Male,31,51-0000,6,3,39910,"Production Occupations",40.98,4217.62,47381.68,24688.16,1171.06,1824.7,2,6,1,4,1,2
5889,Male,40,11-9111,10,5,104830,"Medical and Health Services Managers",NULL,NULL,15786.04,NULL,665.11,868.09,NULL,NULL,1,NULL,1,5
5890,Male,43,13-1000,10,5,76050,"Business Operations Specialists",50.88,4635.3,23618.1,55456.9,1537.53,657.22,1,3,3,1,4,3
5891,Male,48,11-3021,19,5,164070,"Computer and Information Systems Managers",50.02,5728.16,53636.57,28362.23,2401.09,353.95,2,2,1,1,4,1
5892,Male,24,53-3050,1,2,39440,"Passenger Vehicle Drivers",NULL,3645.13,15746.07,9523.22,NULL,435.94,NULL,1,4,1,NULL,1
5893,Female,33,11-1000,3,4,99890,"Top Executives",37.19,9586.18,27999.56,NULL,2377.18,1186.22,2,1,3,NULL,3,3
5894,Female,19,41-9040,1,3,31030,Telemarketers,65.88,6027.6,36339.68,29969.53,3195,339.44,3,4,2,3,1,1
5895,Female,20,13-2082,4,2,48250,"Tax Preparers",46.93,6994.78,NULL,NULL,1025.91,NULL,6,1,NULL,NULL,1,NULL
5896,Female,39,23-0000,10,4,95170,"Legal Occupations",43.29,2082.72,NULL,NULL,5284.67,1134.73,1,3,NULL,NULL,1,1
5897,Male,25,35-0000,4,4,29640,"Food Preparation and Serving Related Occupations",NULL,3510.79,49889.28,9079.6,1157.74,NULL,NULL,2,2,1,2,NULL
5898,Male,27,43-4000,4,3,37440,"Information and Record Clerks",NULL,6008.6,32331.69,35552.93,3019.91,763.25,NULL,2,1,1,2,3
5899,Female,43,13-1190,10,5,75990,"Miscellaneous Business Operations Specialists",42.79,6022.53,50302.55,14556.13,NULL,533.42,1,3,3,1,NULL,1
5900,Male,26,25-9000,4,2,35520,"Other Educational Instruction and Library Occupations",31.62,3422.6,32029.16,32327.98,NULL,583.8,2,1,3,2,NULL,3
5901,Male,22,35-3020,1,1,27930,"Fast Food and Counter Workers",27.51,NULL,43485.54,NULL,1001.03,NULL,3,NULL,1,NULL,1,NULL
5902,Female,30,53-3000,4,4,45460,"Motor Vehicle Operators",5.2,3794.49,31528.37,13025.62,2503.21,847.31,1,1,1,3,1,1
5903,Male,45,29-0000,18,4,77760,"Healthcare Practitioners and Technical Occupations",30.61,3791.91,28819.39,NULL,2215.71,NULL,1,3,1,NULL,2,NULL
5904,Male,24,53-7000,2,2,35670,"Material Moving Workers",NULL,5836.28,52604.66,22087.1,982.95,731.36,NULL,1,1,2,1,2
5905,Male,48,25-1120,19,7,76850,"Arts, Communications, History, and Humanities Teachers, Postsecondary",28.74,3811.69,34704.59,15136.89,4113.76,1192.83,2,1,4,1,1,3
5906,Male,37,15-1200,10,3,100530,"Computer Occupations",NULL,6789.65,NULL,NULL,1469.59,1069.42,NULL,2,NULL,NULL,1,1
5907,Female,25,43-4171,6,3,33960,"Receptionists and Information Clerks",53.7,4186.65,30759.12,NULL,2345.42,NULL,2,3,2,NULL,3,NULL
5908,Female,36,11-3010,9,3,101870,"Administrative Services and Facilities Managers",51.53,2999.42,41222.68,20526.87,1343.56,1239.11,2,3,1,1,1,2
5909,Male,18,43-4051,1,3,37780,"Customer Service Representatives",62.31,6096.42,36373.15,18434.92,2047.66,690.94,1,2,2,3,3,1
5910,Male,20,43-6014,1,3,41000,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",41.58,NULL,39805.26,13756.01,3192.16,938.67,3,NULL,1,1,1,1
5911,Female,32,31-9096,5,5,34740,"Veterinary Assistants and Laboratory Animal Caretakers",27.92,3689.05,31851.1,28801.88,NULL,298.09,2,1,1,3,NULL,1
5912,Male,25,35-0000,6,3,29640,"Food Preparation and Serving Related Occupations",NULL,2798.72,30935.55,22764.27,1472.44,462.82,NULL,1,1,3,3,1
5913,Male,21,43-0000,2,2,40910,"Office and Administrative Support Occupations",25.64,8143.81,46460.38,30545.85,2376.79,NULL,1,2,2,3,2,NULL
5914,Female,31,33-0000,4,4,45450,"Protective Service Occupations",36.22,6021.66,55686.21,31049.2,NULL,757.35,1,3,4,2,NULL,1
5915,Female,43,13-1151,8,3,63080,"Training and Development Specialists",45.33,3565.78,46216.16,32445.02,2474.18,589.68,2,1,2,2,5,2
5916,Female,39,49-9040,9,4,59470,"Industrial Machinery Installation, Repair, and Maintenance Workers",47.03,NULL,62355.74,48391.49,1562.49,815.08,3,NULL,3,2,2,1
5917,Male,40,13-1020,9,4,67620,"Buyers and Purchasing Agents",64.68,1978.86,56040.54,26647.41,1409.75,NULL,1,2,1,1,2,NULL
5918,Male,39,29-1000,10,5,93710,"Healthcare Diagnosing or Treating Practitioners",71.18,4950.78,NULL,21518.06,NULL,NULL,2,3,NULL,2,NULL,NULL
5919,Male,27,41-0000,4,2,35290,"Sales and Related Occupations",NULL,7476.86,24036.29,7512.28,4446.91,621.32,NULL,1,2,1,1,2
5920,Male,30,53-7000,4,3,35670,"Material Moving Workers",34.88,NULL,NULL,26472.71,1803.44,799.29,2,NULL,NULL,1,2,2
5921,Male,25,15-1200,4,1,100530,"Computer Occupations",17.78,8606.19,41264.49,13969.91,NULL,413.61,1,4,1,1,NULL,1
5922,Female,38,31-2010,9,5,63450,"Occupational Therapy Assistants and Aides",20.67,9397.81,41097.86,15680.27,1507.26,1220.06,2,2,3,2,2,2
5923,Female,22,35-3000,2,3,28440,"Food and Beverage Serving Workers",64.58,NULL,NULL,17843.73,2490.51,488.78,1,NULL,NULL,3,2,2
5924,Male,42,29-2033,9,5,85300,"Nuclear Medicine Technologists",NULL,4600.89,45768.47,13670.26,2265.25,1048.08,NULL,1,2,1,1,1
5925,Female,26,43-3031,5,1,45860,"Bookkeeping, Accounting, and Auditing Clerks",29.09,4074.65,32642.62,NULL,1482.19,1206.89,3,4,2,NULL,1,2
5926,Female,18,31-1100,1,3,31450,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",NULL,4526.31,56476.89,NULL,1548.97,1125.43,NULL,1,3,NULL,3,3
5927,Female,33,35-3000,5,4,28440,"Food and Beverage Serving Workers",29.86,6035.9,40766.37,NULL,NULL,583.83,1,5,1,NULL,NULL,1
5928,Female,44,29-0000,10,5,77760,"Healthcare Practitioners and Technical Occupations",30.49,7495.93,26570.5,NULL,NULL,1405.92,4,1,1,NULL,NULL,3
5929,Female,28,43-3051,3,1,49630,"Payroll and Timekeeping Clerks",39.84,4325.55,21661.14,30185.55,1496.87,1462.88,1,3,2,1,1,1
5930,Male,38,47-0000,10,5,50570,"Construction and Extraction Occupations",41.88,3334.38,NULL,20639.49,2846.5,NULL,4,1,NULL,4,1,NULL
5931,Male,22,43-5000,3,4,44580,"Material Recording, Scheduling, Dispatching, and Distributing Workers",28.28,7097.55,63814.08,14599.29,NULL,1837.32,2,3,1,2,NULL,1
5932,Female,24,43-3000,1,2,43680,"Financial Clerks",37.19,3641.96,53345.22,NULL,3120.5,NULL,1,2,2,NULL,4,NULL
5933,Female,24,43-9000,1,3,38290,"Other Office and Administrative Support Workers",44.39,NULL,83961.29,17545.38,1499.74,1297.75,1,NULL,2,1,3,1
5934,Male,32,49-3031,4,4,54360,"Bus and Truck Mechanics and Diesel Engine Specialists",NULL,4600.9,19715.81,24789.74,2924.46,934.48,NULL,1,2,1,3,1
5935,Male,46,11-3031,20,5,139790,"Financial Managers",52.19,3023.98,40918.64,25553.85,1688.02,998.14,2,2,2,3,3,3
5936,Female,21,47-2000,3,3,49330,"Construction Trades Workers",38.34,NULL,NULL,31191.55,2761.81,427.73,2,NULL,NULL,3,2,1
5937,Male,43,21-1021,8,3,50820,"Child, Family, and School Social Workers",55.2,4768.74,NULL,33846.45,2906.71,567.98,2,3,NULL,2,1,4
5938,Male,24,43-0000,2,3,40910,"Office and Administrative Support Occupations",41.24,3307.16,16837.45,NULL,2047.7,683.99,1,1,1,NULL,3,2
5939,Male,52,11-9190,20,4,128620,"Miscellaneous Managers",NULL,3860.53,NULL,NULL,NULL,1612.34,NULL,2,NULL,NULL,NULL,1
5940,Female,24,51-9000,1,3,39960,"Other Production Occupations",61.59,2636.75,28773.02,15156.06,NULL,504.11,1,1,3,2,NULL,1
5941,Female,23,49-3090,2,1,35250,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",60.04,7008.61,40049.28,17730.54,1625.88,1014.46,2,1,1,2,3,2
5942,Female,20,53-7062,2,3,36110,"Laborers and Freight, Stock, and Material Movers, Hand",29.74,NULL,55061.38,NULL,2208.06,1682.31,3,NULL,2,NULL,2,1
5943,Male,30,35-3023,4,5,27930,"Fast Food and Counter Workers",35.65,7333.55,31546.76,35340.16,1360.96,540.35,2,1,2,1,1,3
5944,Male,36,11-0000,9,3,107360,"Management Occupations",11.08,2745.83,25372.16,22245.69,1167.21,1080.67,1,1,2,2,1,2
5945,Female,19,53-7065,1,2,34220,"Stockers and Order Fillers",NULL,5586.69,37902.57,20542.84,1475.12,737.41,NULL,2,5,2,4,2
5946,Male,37,29-0000,10,3,77760,"Healthcare Practitioners and Technical Occupations",24.1,7473.01,47621.82,19849.48,1762.32,1183.15,1,2,3,5,1,3
5947,Male,44,25-0000,8,4,57490,"Educational Instruction and Library Occupations",78.54,NULL,NULL,NULL,987.64,910.42,2,NULL,NULL,NULL,2,1
5948,Female,29,41-1010,7,1,47800,"First-Line Supervisors of Sales Workers",38.92,8895.37,21810.37,16091.53,NULL,1123.36,1,2,6,4,NULL,3
5949,Female,32,21-1020,4,3,55350,"Social Workers",49.55,4308.3,52054.01,26658.36,1787.12,707.93,1,4,3,3,1,1
5950,Male,21,51-2090,3,3,37280,"Miscellaneous Assemblers and Fabricators",68.41,6102.9,16534.48,32410,NULL,606.46,2,2,1,2,NULL,4
5951,Male,34,17-2041,4,3,106260,"Chemical Engineers",48.78,3208.27,NULL,48218.68,NULL,858.47,2,1,NULL,1,NULL,3
5952,Male,25,31-1120,5,3,30180,"Home Health and Personal Care Aides",36.28,7708.57,NULL,18867.25,1304.65,315.47,3,1,NULL,5,1,1
5953,Female,29,51-9000,4,5,39960,"Other Production Occupations",31.3,5473.51,37861.1,25787.24,2051.26,671.66,1,2,1,1,1,5
5954,Male,21,53-0000,2,1,37940,"Transportation and Material Moving Occupations",34.94,4712.69,15692.71,NULL,2483.84,NULL,2,1,1,NULL,1,NULL
5955,Male,36,47-2110,10,3,60240,Electricians,NULL,5753.1,NULL,27173.86,1792.39,2630.72,NULL,2,NULL,1,3,1
5956,Male,40,47-0000,12,6,50570,"Construction and Extraction Occupations",NULL,5784.3,60197.68,18192.94,3882.06,746.25,NULL,3,3,2,1,4
5957,Female,33,11-9000,4,2,99740,"Other Management Occupations",99.22,8049.73,NULL,24112.5,1806.5,421.41,1,2,NULL,2,1,1
5958,Female,41,21-1020,9,4,55350,"Social Workers",40.58,4910.16,11897.14,28843.87,7085.62,902.6,2,4,1,2,1,2
5959,Male,18,43-0000,1,1,40910,"Office and Administrative Support Occupations",62.97,9007.71,NULL,17226.09,1879.74,NULL,1,1,NULL,3,3,NULL
5960,Female,38,29-0000,10,4,77760,"Healthcare Practitioners and Technical Occupations",46.05,1214.76,44041.25,17437.29,2935.49,790.26,1,1,4,2,2,2
5961,Male,23,31-1100,1,3,31450,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",31.21,3584.81,33881.59,8168.92,1561.49,858.07,2,3,4,2,4,1
5962,Male,23,37-3011,3,3,35890,"Landscaping and Groundskeeping Workers",32.49,9379.41,77733.37,18402.79,1731.9,865.19,3,3,1,3,6,5
5963,Female,41,11-9000,11,4,99740,"Other Management Occupations",44.48,4873.14,42137.38,15353.52,NULL,975.44,4,1,1,3,NULL,3
5964,Male,27,31-1120,4,4,30180,"Home Health and Personal Care Aides",26.76,5460.13,NULL,26866.37,2636.34,344.5,2,1,NULL,2,3,1
5965,Female,19,33-3012,2,1,49610,"Correctional Officers and Jailers",57.11,4336.4,29646.91,NULL,1343.59,1003.52,2,2,1,NULL,2,1
5966,Female,18,35-2021,3,3,29790,"Food Preparation Workers",NULL,4612.1,NULL,14913.42,1576.39,1116.88,NULL,3,NULL,3,1,3
5967,Female,24,25-2011,1,3,35330,"Preschool Teachers, Except Special Education",54.74,NULL,21642.35,24786.54,NULL,NULL,2,NULL,1,1,NULL,NULL
5968,Male,40,11-9131,10,3,82760,"Postmasters and Mail Superintendents",41.86,8662.88,39931.73,NULL,1646.23,843.6,2,2,4,NULL,3,3
5969,Male,25,53-3032,4,2,49920,"Heavy and Tractor-Trailer Truck Drivers",56.34,5632.29,19445.38,10393.08,1999.08,1279.64,1,1,2,1,5,3
5970,Male,33,49-9000,4,5,48360,"Other Installation, Maintenance, and Repair Occupations",43.44,3295.07,42031.34,57101.47,NULL,1363.54,4,1,5,2,NULL,3
5971,Female,28,41-2031,4,1,30600,"Retail Salespersons",40.97,4668.69,33907.11,NULL,1390.85,730.52,6,2,4,NULL,1,3
5972,Female,36,25-3000,9,7,38510,"Other Teachers and Instructors",51.07,NULL,28048.03,28435.61,1604.65,1603.12,4,NULL,2,3,1,2
5973,Female,23,37-2000,1,1,31600,"Building Cleaning and Pest Control Workers",40.81,NULL,NULL,21230.41,2922.95,854.71,2,NULL,NULL,3,2,3
5974,Female,26,53-7060,5,3,34880,"Laborers and Material Movers",30.73,NULL,37688.93,NULL,1961.79,929.98,2,NULL,2,NULL,4,2
5975,Female,45,47-2080,18,4,51160,"Drywall Installers, Ceiling Tile Installers, and Tapers",29.76,3544.41,NULL,21136.75,1786.46,1614.31,2,3,NULL,5,4,2
5976,Male,50,11-3030,20,5,139790,"Financial Managers",26.7,9189.65,39771.48,29764.07,NULL,502.18,1,2,2,2,NULL,1
5977,Male,35,25-2000,9,4,61180,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",37.91,7059.15,NULL,NULL,1245.83,845.14,2,1,NULL,NULL,1,2
5978,Female,31,51-0000,3,4,39910,"Production Occupations",51.58,3460.51,21938.05,29359.43,1664.35,802.64,3,2,1,2,2,2
5979,Female,39,13-0000,9,5,76850,"Business and Financial Operations Occupations",28.98,4328.13,24867.85,21425.03,3031.69,729.67,2,2,1,1,2,2
5980,Male,28,35-2014,6,2,34110,"Cooks, Restaurant",53.29,3811.93,NULL,NULL,1719.76,NULL,1,2,NULL,NULL,1,NULL
5981,Male,28,39-0000,4,5,31340,"Personal Care and Service Occupations",28.99,3697.4,25973.27,23650.82,4162.86,NULL,3,1,1,3,1,NULL
5982,Male,19,43-4000,1,4,37440,"Information and Record Clerks",20.09,4648.92,18424.92,22745.5,1861.12,1597.36,2,2,2,2,2,2
5983,Male,39,15-1230,11,4,59660,"Computer Support Specialists",42.85,NULL,27433.04,29406.05,2245.45,1505.73,1,NULL,2,4,2,1
5984,Female,34,41-0000,4,5,35290,"Sales and Related Occupations",NULL,1479.82,29009.25,23377.11,2812.74,740.08,NULL,1,2,4,2,2
5985,Female,45,11-0000,20,3,107360,"Management Occupations",33.2,NULL,33472.53,17066.71,NULL,1879.55,2,NULL,2,2,NULL,1
5986,Female,28,35-0000,6,2,29640,"Food Preparation and Serving Related Occupations",198.38,7920.41,32775.77,24702.14,1765.28,NULL,1,1,2,2,3,NULL
5987,Female,45,47-0000,20,4,50570,"Construction and Extraction Occupations",30.69,6118.93,44083.22,12628.31,NULL,482.7,2,6,3,2,NULL,1
5988,Male,18,35-3000,3,2,28440,"Food and Beverage Serving Workers",22.34,NULL,29194.28,8139.48,2242.57,1495.69,1,NULL,2,1,4,2
5989,Male,27,51-0000,5,3,39910,"Production Occupations",34.12,4059.38,15616.12,12518.48,3055.75,494.22,4,1,2,2,2,1
5990,Male,40,33-3050,10,6,65810,"Police Officers",31.37,8952.46,32491.23,12765.41,2411.24,724.3,2,3,1,1,2,2
5991,Female,23,35-2014,1,3,34110,"Cooks, Restaurant",149.76,2071.12,NULL,NULL,1519.68,NULL,1,1,NULL,NULL,2,NULL
5992,Female,37,11-1020,8,2,98100,"General and Operations Managers",49.33,5700.91,48507.37,14819.39,2008.93,911.76,1,1,3,2,3,2
5993,Male,21,41-0000,1,2,35290,"Sales and Related Occupations",47.05,4310.57,65208.41,13189.27,3358.2,NULL,1,2,1,2,3,NULL
5994,Female,26,41-0000,4,4,35290,"Sales and Related Occupations",NULL,4575.89,71925.2,NULL,1063.35,1051.17,NULL,1,2,NULL,1,1
5995,Male,27,41-0000,5,3,35290,"Sales and Related Occupations",NULL,6366.71,30046.76,57576.32,2432.12,1196.73,NULL,3,4,1,3,3
5996,Female,31,41-3011,7,4,58450,"Advertising Sales Agents",20.32,5760.39,39366.55,NULL,3536.56,929.39,1,3,4,NULL,2,2
5997,Female,34,17-3000,5,5,61090,"Drafters, Engineering Technicians, and Mapping Technicians",NULL,NULL,76535.64,23629.03,2726.05,950.08,NULL,NULL,1,2,1,2
5998,Male,36,41-4012,10,3,63230,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",49.34,9379.49,21954.71,7314.12,1572.69,2720.1,2,3,1,1,4,1
5999,Female,25,31-9000,4,2,38810,"Other Healthcare Support Occupations",64.74,5221.81,55358.22,NULL,1639.44,NULL,1,4,3,NULL,2,NULL
6000,Male,22,35-2000,2,3,30590,"Cooks and Food Preparation Workers",38.58,9179.21,38050.88,31996.2,890.08,1325.88,3,2,2,3,2,2
6001,Male,32,17-1010,5,4,81640,"Architects, Except Naval",30.34,NULL,NULL,NULL,2917.03,NULL,1,NULL,NULL,NULL,1,NULL
6002,Male,43,23-1010,10,5,134140,"Lawyers and Judicial Law Clerks",NULL,NULL,49414.93,12571.72,NULL,770.97,NULL,NULL,1,1,NULL,2
6003,Male,29,41-2030,3,3,30600,"Retail Salespersons",NULL,4519.82,57375.02,30311.04,1888.64,1045.36,NULL,6,2,1,2,1
6004,Male,31,43-0000,4,3,40910,"Office and Administrative Support Occupations",65.89,8109.71,31837.27,15193,2073.54,NULL,1,1,3,3,1,NULL
6005,Male,36,25-2000,8,5,61180,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",34.7,7722.96,30074.31,10117.46,2172.23,NULL,1,4,2,2,1,NULL
6006,Male,18,43-5000,3,2,44580,"Material Recording, Scheduling, Dispatching, and Distributing Workers",NULL,6967.36,36491.39,9366.27,2115.9,686.45,NULL,2,3,2,1,1
6007,Male,19,37-0000,1,2,33870,"Building and Grounds Cleaning and Maintenance Occupations",26.71,5385.86,39546.05,29180.77,3485.61,880.11,2,1,2,1,2,5
6008,Female,30,41-0000,5,3,35290,"Sales and Related Occupations",NULL,3648.61,34805.63,15121.64,2626.38,444.07,NULL,3,3,1,1,1
6009,Male,42,17-2050,9,5,89940,"Civil Engineers",56.39,5501.74,NULL,31022.05,2151.37,NULL,2,3,NULL,1,1,NULL
6010,Female,38,15-1255,9,4,83240,"Web and Digital Interface Designers",29.84,3386.16,42934.38,42488.52,1575,1169.19,1,1,2,3,3,3
